speed,acceleration,power_required_kw,torque_required_nm,battery_soc,battery_temp,aux_load_kw,grade_angle,regen_available,braking,traffic_condition,current_segment,next_segment,driver_profile,trip_id,route_template,label,confidence,reason
29.74,1.045,10.26,400.0,62.59,32.93,0.83,0.57,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
30.31,0.72,9.11,400.0,62.53,32.95,0.8,-0.42,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
30.75,0.544,12.08,400.0,62.49,33.02,0.76,-0.05,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
31.04,0.365,10.82,400.0,62.43,33.05,0.67,0.55,False,False,light,suburban,arterial,smooth,96,suburban_loop,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
32.04,1.255,17.48,400.0,62.37,33.12,0.64,0.33,False,False,light,arterial,arterial,smooth,96,suburban_loop,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
32.38,0.42,7.47,400.0,62.29,33.17,0.74,-1.29,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
33.2,1.02,12.28,400.0,62.25,33.19,0.83,-2.14,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
34.09,1.115,13.32,400.0,62.19,33.2,0.81,1.1,False,False,light,arterial,arterial,smooth,96,suburban_loop,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
34.75,0.831,6.87,400.0,62.12,33.23,0.88,-2.47,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
35.62,1.088,19.47,400.0,62.09,33.25,0.86,2.7,False,False,heavy,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
36.75,1.412,9.34,400.0,61.99,33.28,0.75,-3.41,False,False,heavy,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
37.73,1.222,19.42,400.0,61.94,33.35,0.81,1.29,False,False,heavy,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
38.74,1.26,18.87,400.0,61.85,33.39,0.85,0.44,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
39.82,1.347,11.67,400.0,61.75,33.45,0.95,-2.23,False,False,heavy,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
40.2,0.476,9.96,400.0,61.69,33.46,0.96,1.37,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
40.85,0.816,18.19,400.0,61.64,33.51,0.98,0.96,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
41.24,0.483,10.11,400.0,61.55,33.58,0.97,-1.84,False,False,medium,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
41.88,0.8,12.82,400.0,61.5,33.64,0.93,-1.94,False,False,medium,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
42.65,0.966,12.48,400.0,61.44,33.71,1.04,-2.65,False,False,heavy,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
43.01,0.45,9.15,400.0,61.38,33.75,1.25,0.12,False,False,heavy,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
43.5,0.607,9.77,400.0,61.33,33.8,1.21,-2.42,False,False,medium,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
44.0,0.625,10.86,400.0,61.28,33.87,1.29,-0.2,False,False,heavy,arterial,arterial,smooth,96,suburban_loop,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
44.88,1.099,15.18,400.0,61.23,33.9,1.29,-1.65,False,False,medium,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
45.13,0.322,12.94,400.0,61.15,33.93,1.24,-1.17,False,False,medium,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
45.96,1.031,10.96,400.0,61.09,34.0,1.07,-1.96,False,False,medium,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
46.61,0.817,14.81,400.0,61.03,34.08,1.06,0.77,False,False,medium,arterial,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.23,0.778,15.27,400.0,60.96,34.15,0.97,1.17,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.52,0.356,12.7,400.0,60.88,34.18,0.82,0.69,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.39,-0.16,7.38,400.0,60.82,34.2,0.93,-0.27,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.96,0.707,15.19,400.0,60.78,34.22,1.05,0.5,False,False,light,suburban,suburban,smooth,96,suburban_loop,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
48.57,0.765,13.19,400.0,60.71,34.27,1.09,0.18,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.85,-0.898,-5.41,-100.0,60.64,34.29,1.06,1.86,True,True,light,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
48.01,0.2,15.01,400.0,60.68,34.31,1.03,1.69,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.66,-0.439,4.69,351.65,60.61,34.33,1.19,2.23,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
48.4,0.929,22.79,400.0,60.58,34.35,1.21,2.43,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.59,-1.006,-4.83,-100.0,60.47,34.36,1.26,-1.17,True,True,light,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
46.74,-1.066,-6.71,-100.0,60.51,34.37,1.35,0.19,True,True,medium,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
46.02,-0.899,-5.11,-100.0,60.56,34.4,1.42,-0.64,True,True,medium,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
47.08,1.321,17.01,400.0,60.6,34.41,1.55,-0.38,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.27,0.243,7.63,400.0,60.52,34.45,1.57,-0.58,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.59,0.39,6.55,400.0,60.48,34.48,1.54,-0.59,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.92,0.418,22.75,400.0,60.45,34.55,1.77,2.28,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
46.99,-1.16,-6.07,-100.0,60.33,34.56,1.73,0.61,True,True,medium,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
46.09,-1.128,-4.69,-100.0,60.38,34.59,1.78,-0.27,True,True,medium,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
46.63,0.678,17.0,400.0,60.42,34.61,1.64,1.48,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
45.75,-1.098,-4.47,-100.0,60.33,34.61,1.56,-0.74,True,True,light,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
46.45,0.872,13.1,400.0,60.37,34.69,1.56,-0.73,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
45.88,-0.715,-1.8,-100.0,60.3,34.69,1.49,0.62,True,True,medium,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
46.39,0.634,13.52,400.0,60.32,34.75,1.49,0.54,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
46.48,0.115,5.68,400.0,60.25,34.8,1.56,0.63,False,False,medium,suburban,suburban,smooth,96,suburban_loop,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
46.59,0.138,6.4,400.0,60.22,34.82,1.44,-0.8,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
46.28,-0.392,9.03,400.0,60.19,34.86,1.33,1.48,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
44.98,-1.62,-8.72,-100.0,60.15,34.89,1.28,-1.96,True,True,light,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
45.83,1.059,20.91,400.0,60.22,34.91,1.38,1.12,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.04,1.517,22.4,400.0,60.11,34.95,1.4,0.56,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
46.78,-0.32,8.75,400.0,60.0,35.0,1.49,0.45,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
46.81,0.034,11.1,400.0,59.96,35.06,1.45,0.17,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.55,0.923,13.89,400.0,59.9,35.11,1.4,-1.49,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
46.47,-1.347,-7.01,-100.0,59.83,35.13,1.29,0.47,True,True,medium,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
47.79,1.643,16.18,400.0,59.89,35.19,1.23,-1.32,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
49.02,1.54,21.34,400.0,59.81,35.23,1.28,0.57,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
48.6,-0.522,-2.78,-100.0,59.7,35.25,1.19,-0.89,True,True,light,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
48.76,0.2,13.56,400.0,59.72,35.27,1.24,1.02,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
50.2,1.794,21.66,400.0,59.65,35.31,1.16,-1.7,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
49.29,-1.136,-6.44,-100.0,59.55,35.33,1.26,-0.29,True,True,medium,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
49.88,0.741,17.18,400.0,59.6,35.39,1.14,0.32,False,False,light,suburban,urban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
49.44,-0.553,-3.71,-100.0,59.51,35.4,1.21,0.24,True,True,medium,urban,urban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
48.24,-1.492,-7.45,-100.0,59.54,35.43,1.41,-0.72,True,True,light,urban,urban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
47.04,-1.505,-9.69,-100.0,59.6,35.44,1.37,-0.3,True,True,light,urban,urban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
47.62,0.727,12.8,400.0,59.68,35.46,1.28,-0.67,False,False,medium,urban,urban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.55,-0.088,6.65,400.0,59.61,35.53,1.06,-1.33,False,False,light,urban,urban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
46.65,-1.129,-5.51,-100.0,59.58,35.55,0.97,1.92,True,True,medium,urban,urban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
46.87,0.283,10.35,400.0,59.62,35.56,1.04,-1.15,False,False,medium,urban,urban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
45.9,-1.223,-4.82,-100.0,59.57,35.57,0.97,0.84,True,True,light,urban,urban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
46.58,0.85,16.95,400.0,59.61,35.6,0.96,0.68,False,False,light,urban,urban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
45.22,-1.694,-6.86,-100.0,59.53,35.6,1.04,-0.17,True,True,heavy,urban,urban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
44.42,-1.0,-4.69,-100.0,59.58,35.63,0.82,-0.09,True,True,light,urban,urban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
44.39,-0.041,6.55,400.0,59.62,35.66,0.74,0.15,False,False,light,urban,urban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
44.84,0.571,12.86,400.0,59.59,35.68,0.89,1.05,False,False,light,urban,urban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
44.78,-0.082,9.27,400.0,59.52,35.76,0.92,-0.71,False,False,medium,urban,urban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
45.8,1.282,18.59,400.0,59.48,35.83,0.87,1.3,False,False,heavy,urban,urban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
46.3,0.613,14.73,400.0,59.38,35.86,0.97,1.82,False,False,heavy,urban,urban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
45.5,-1.0,-4.62,-100.0,59.31,35.86,0.97,-0.09,True,True,medium,urban,urban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
44.92,-0.714,-3.87,-100.0,59.35,35.88,1.14,-0.59,True,True,light,urban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
44.35,-0.713,-4.54,-100.0,59.38,35.91,1.11,1.14,True,True,medium,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
44.17,-0.229,3.68,297.27,59.41,35.95,1.05,-0.31,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
43.22,-1.189,-6.17,-100.0,59.39,35.96,0.99,1.0,True,True,light,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
42.57,-0.814,-5.04,-100.0,59.44,35.97,0.94,0.49,True,True,light,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
42.82,0.317,7.91,400.0,59.48,36.05,0.91,-1.82,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
44.2,1.719,20.6,400.0,59.44,36.11,0.84,-0.14,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
43.7,-0.625,-3.67,-100.0,59.34,36.12,0.88,0.28,True,True,medium,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
42.75,-1.19,-7.0,-100.0,59.37,36.14,0.76,1.38,True,True,medium,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
41.76,-1.227,-5.07,-100.0,59.43,36.16,0.68,-0.14,True,True,light,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
42.2,0.543,15.09,400.0,59.47,36.18,0.77,0.39,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
42.75,0.692,13.3,400.0,59.39,36.19,0.71,-0.54,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
42.58,-0.22,3.52,295.4,59.33,36.25,0.77,-1.02,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
43.49,1.141,16.57,400.0,59.31,36.28,0.59,-0.63,False,False,light,suburban,suburban,smooth,96,suburban_loop,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
43.85,0.452,11.5,400.0,59.23,36.32,0.66,-0.21,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
43.17,-0.853,-4.08,-100.0,59.17,36.33,0.61,-1.34,True,True,light,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
43.64,0.594,11.19,400.0,59.2,36.37,0.51,-0.36,False,False,medium,suburban,suburban,smooth,96,suburban_loop,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
42.74,-1.134,-4.09,-100.0,59.14,36.37,0.6,-0.97,True,True,medium,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
41.64,-1.371,-7.5,-100.0,59.18,36.37,0.54,-0.71,True,True,medium,suburban,suburban,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
41.8,0.2,10.48,400.0,59.24,36.44,0.55,0.43,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
41.51,-0.367,6.22,400.0,59.18,36.47,0.67,-0.64,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
41.36,-0.187,8.65,400.0,59.15,36.51,0.71,0.34,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
41.65,0.371,10.08,400.0,59.11,36.52,0.86,-0.06,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
41.62,-0.044,7.76,400.0,59.06,36.55,0.79,-0.3,False,False,medium,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
41.85,0.287,7.93,400.0,59.02,36.61,0.81,0.3,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
42.72,1.093,13.55,400.0,58.98,36.65,0.58,-0.89,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
43.34,0.774,16.33,400.0,58.91,36.7,0.51,0.61,False,False,light,suburban,suburban,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
43.82,0.596,6.87,400.0,58.83,36.72,0.43,-0.66,False,False,medium,suburban,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
44.15,0.413,14.53,400.0,58.8,36.74,0.57,0.84,False,False,medium,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
44.59,0.557,7.69,400.0,58.73,36.76,0.47,-1.25,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
45.3,0.879,11.97,400.0,58.69,36.79,0.35,-0.33,False,False,medium,arterial,arterial,smooth,96,suburban_loop,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
46.04,0.934,13.51,400.0,58.63,36.82,0.3,0.2,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
46.28,0.293,10.83,400.0,58.56,36.86,0.33,-0.07,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
46.53,0.316,15.22,400.0,58.51,36.92,0.3,0.97,False,False,heavy,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
46.78,0.308,5.53,400.0,58.43,36.96,0.34,-1.04,False,False,medium,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.4,0.782,11.74,400.0,58.4,36.98,0.46,-1.38,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.56,0.2,8.4,400.0,58.34,36.99,0.37,-1.67,False,False,light,arterial,arterial,smooth,96,suburban_loop,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
47.73,0.203,4.94,369.95,58.3,37.05,0.3,-1.06,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
48.43,0.883,10.27,400.0,58.28,37.13,0.38,-2.02,False,False,light,arterial,arterial,smooth,96,suburban_loop,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
48.67,0.298,12.89,400.0,58.22,37.18,0.37,0.54,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
49.49,1.026,11.98,400.0,58.16,37.25,0.3,-1.08,False,False,medium,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
49.43,-0.082,4.01,289.62,58.1,37.32,0.32,-1.12,False,False,heavy,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
49.87,0.559,13.61,400.0,58.08,37.39,0.3,2.03,False,False,light,arterial,arterial,smooth,96,suburban_loop,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
50.75,1.093,17.31,400.0,58.01,37.46,0.3,0.82,False,False,medium,arterial,arterial,smooth,96,suburban_loop,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
51.55,1.002,18.76,400.0,57.93,37.47,0.3,1.74,False,False,medium,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
52.31,0.948,14.07,400.0,57.83,37.53,0.3,-0.85,False,False,heavy,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
53.14,1.04,16.26,400.0,57.76,37.59,0.33,-0.66,False,False,medium,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
53.61,0.593,10.06,400.0,57.68,37.64,0.44,-1.18,False,False,heavy,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
53.83,0.272,5.76,382.16,57.63,37.68,0.51,-0.92,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
54.16,0.407,11.98,400.0,57.6,37.72,0.44,-0.31,False,False,medium,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
54.76,0.75,9.39,400.0,57.54,37.77,0.34,-0.19,False,False,heavy,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
53.97,-0.986,-3.49,-100.0,57.49,37.77,0.3,1.27,True,True,heavy,arterial,arterial,smooth,96,suburban_loop,REGEN,1.0,Smart heuristic target with stochastic noise
54.33,0.448,7.69,400.0,57.52,37.82,0.3,-1.2,False,False,heavy,arterial,arterial,smooth,96,suburban_loop,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
54.06,-0.326,8.89,400.0,57.48,37.89,0.3,0.18,False,False,medium,arterial,arterial,smooth,96,suburban_loop,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
54.66,0.748,9.94,400.0,57.44,37.96,0.3,-1.44,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
55.69,1.284,20.9,400.0,57.39,38.04,0.32,2.21,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
56.35,0.829,19.91,400.0,57.29,38.08,0.3,0.02,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
57.29,1.174,18.61,400.0,57.19,38.11,0.33,-0.27,False,False,light,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
58.15,1.067,21.2,400.0,57.09,38.17,0.38,0.7,False,False,heavy,arterial,arterial,smooth,96,suburban_loop,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
0.16,0.2,0.0,0.0,37.13,25.93,0.64,0.44,False,False,medium,urban,urban,erratic,97,highway_trip,IDLE_STOP,1.0,Smart heuristic target with stochastic noise
1.07,0.5,0.0,0.0,37.11,25.93,0.66,-0.34,False,False,light,urban,urban,erratic,97,highway_trip,IDLE_STOP,1.0,Smart heuristic target with stochastic noise
3.02,2.437,24.17,400.0,37.09,25.99,0.62,1.4,False,False,medium,urban,urban,erratic,97,highway_trip,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
3.18,0.2,4.94,400.0,36.97,26.07,0.71,0.28,False,False,light,urban,urban,erratic,97,highway_trip,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
3.34,0.2,5.8,400.0,36.94,26.13,0.6,0.68,False,False,medium,urban,urban,erratic,97,highway_trip,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
5.22,2.353,18.85,400.0,36.91,26.16,0.83,-1.21,False,False,heavy,urban,urban,erratic,97,highway_trip,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
5.38,0.2,2.79,400.0,36.82,26.21,0.93,-1.03,False,False,light,urban,urban,erratic,97,highway_trip,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
5.54,0.2,5.96,400.0,36.81,26.24,1.05,-0.58,False,False,medium,urban,urban,erratic,97,highway_trip,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
7.11,1.96,20.08,400.0,36.78,26.31,1.04,0.41,False,False,medium,urban,urban,erratic,97,highway_trip,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
9.46,2.938,28.53,400.0,36.68,26.39,1.0,1.43,False,False,light,urban,urban,erratic,97,highway_trip,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
11.05,1.987,21.82,400.0,36.53,26.46,1.04,2.37,False,False,light,urban,urban,erratic,97,highway_trip,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
